timestamp,question,topic,classification_confidence,validation_passed,retry_count,execution_latency_ms,row_count,cache_hit,response_generated
2026-07-17T10:24:19.237011+00:00,Which category generated highest revenue?,campaign_impact,0.87,True,0,4.04,221,True,True
2026-07-17T10:24:22.328164+00:00,Tell me something interesting.,promotion,0.4,False,0,0.0,0,False,False
2026-07-17T10:24:25.420520+00:00,Analyze everything.,promotion,0.35,False,0,0.0,0,False,False
2026-07-17T10:27:06.238814+00:00,Did PROMO_001 improve sales in South region?,promotion,0.96,True,0,86.59,1,False,True
2026-07-17T10:27:06.559831+00:00,Did inventory reduce for Electronics in West region?,inventory,0.94,True,0,84.95,28,False,True
2026-07-17T10:27:06.870137+00:00,Compare North and South sales,region_comparison,0.9,True,0,10.64,185,True,True
2026-07-17T10:27:06.899547+00:00,Which SKU generated the most revenue?,promotion,0.4,False,0,0.0,0,False,False
2026-07-17T10:27:06.929453+00:00,Tell me something interesting,promotion,0.4,False,0,0.0,0,False,False
2026-07-17T10:27:07.083686+00:00,Compare North and South sales,region_comparison,0.9,False,2,0.0,0,False,False
2026-07-17T10:27:07.580133+00:00,How did South perform?,promotion,0.95,True,0,78.55,1,False,True
2026-07-17T10:27:07.994255+00:00,What about North?,promotion,0.95,True,0,69.13,1,False,True
2026-07-17T10:27:25.155860+00:00,Did PROMO_001 improve sales in South region?,promotion,0.96,True,0,100.95,1,False,True
2026-07-17T10:27:28.526487+00:00,How effective was PROMO_002 compared to baseline?,promotion,0.95,True,0,82.68,1,False,True
2026-07-17T10:27:31.875722+00:00,Did inventory reduce in West region?,inventory,0.92,True,0,100.32,132,False,True
2026-07-17T10:27:35.073291+00:00,Which products have the highest stock levels?,inventory,0.93,True,0,27.78,400,False,True
2026-07-17T10:27:38.198868+00:00,Compare North and South sales.,region_comparison,0.9,True,0,4.06,185,True,True
2026-07-17T10:27:41.338966+00:00,Which region generated the highest revenue?,region_comparison,0.91,True,0,36.42,1,False,True
2026-07-17T10:27:44.495486+00:00,Which campaign performed best?,campaign_impact,0.88,True,0,39.87,1,False,True
2026-07-17T10:27:47.607425+00:00,Which category generated highest revenue?,campaign_impact,0.87,True,0,4.85,221,True,True
2026-07-17T10:27:50.622287+00:00,Tell me something interesting.,promotion,0.4,False,0,0.0,0,False,False
2026-07-17T10:27:53.637727+00:00,Analyze everything.,promotion,0.35,False,0,0.0,0,False,False
2026-07-17T10:28:44.133978+00:00,Did PROMO_001 improve sales in South region?,promotion,0.96,True,0,37.26,1,False,True
2026-07-17T10:28:44.296413+00:00,Did inventory reduce for Electronics in West region?,inventory,0.94,True,0,41.57,28,False,True
2026-07-17T10:28:44.437059+00:00,Compare North and South sales,region_comparison,0.9,True,0,4.17,185,True,True
2026-07-17T10:28:44.457480+00:00,Which SKU generated the most revenue?,promotion,0.4,False,0,0.0,0,False,False
2026-07-17T10:28:44.473073+00:00,Tell me something interesting,promotion,0.4,False,0,0.0,0,False,False
2026-07-17T10:28:44.542179+00:00,Compare North and South sales,region_comparison,0.9,False,2,0.0,0,False,False
2026-07-17T10:28:44.696834+00:00,How did South perform?,promotion,0.95,True,0,28.64,1,False,True
2026-07-17T10:28:44.875792+00:00,What about North?,promotion,0.95,True,0,35.69,1,False,True
2026-07-17T10:29:05.883948+00:00,Did PROMO_001 improve sales in South region?,promotion,0.96,True,0,41.65,1,False,True
2026-07-17T10:29:09.039293+00:00,How effective was PROMO_002 compared to baseline?,promotion,0.95,True,0,36.73,1,False,True
2026-07-17T10:29:12.359068+00:00,Did inventory reduce in West region?,inventory,0.92,True,0,94.65,132,False,True
2026-07-17T10:29:15.704054+00:00,Which products have the highest stock levels?,inventory,0.93,True,0,80.46,400,False,True
2026-07-17T10:29:19.017421+00:00,Compare North and South sales.,region_comparison,0.9,True,0,9.16,185,True,True
2026-07-17T10:29:22.136825+00:00,Which region generated the highest revenue?,region_comparison,0.91,True,0,26.67,1,False,True
2026-07-17T10:29:25.273575+00:00,Which campaign performed best?,campaign_impact,0.88,True,0,31.06,1,False,True
2026-07-17T10:29:28.391445+00:00,Which category generated highest revenue?,campaign_impact,0.87,True,0,6.77,221,True,True
2026-07-17T10:29:31.422274+00:00,Tell me something interesting.,promotion,0.4,False,0,0.0,0,False,False
2026-07-17T10:29:34.447274+00:00,Analyze everything.,promotion,0.35,False,0,0.0,0,False,False
2026-07-17T10:40:26.228707+00:00,Did PROMO_001 improve sales in South region?,promotion,0.96,True,0,126.14,1,False,True
2026-07-17T10:40:29.371453+00:00,How effective was PROMO_002 compared to baseline?,promotion,0.95,True,0,28.3,1,False,True
2026-07-17T10:40:32.511654+00:00,Did inventory reduce in West region?,inventory,0.92,True,0,33.73,132,False,True
2026-07-17T10:40:35.635237+00:00,Which products have the highest stock levels?,inventory,0.93,True,0,27.49,400,False,True
2026-07-17T10:40:38.782161+00:00,Compare North and South sales.,region_comparison,0.9,True,0,4.28,185,True,True
2026-07-17T10:40:41.898800+00:00,Which region generated the highest revenue?,region_comparison,0.91,True,0,25.59,1,False,True
2026-07-17T10:40:45.019393+00:00,Which campaign performed best?,campaign_impact,0.88,True,0,28.4,1,False,True
2026-07-17T10:40:48.119382+00:00,Which category generated highest revenue?,campaign_impact,0.87,True,0,3.15,221,True,True
2026-07-17T10:40:51.138272+00:00,Tell me something interesting.,promotion,0.4,False,0,0.0,0,False,False
2026-07-17T10:40:54.164768+00:00,Analyze everything.,promotion,0.35,False,0,0.0,0,False,False
2026-07-17T10:43:33.927525+00:00,Did PROMO_001 improve sales in South region?,unknown,0.0,False,0,9686.21,0,False,False
2026-07-17T10:44:05.441207+00:00,Did PROMO_001 improve sales in South region?,unknown,0.0,False,0,294.21,0,False,False
2026-07-17T10:44:28.076926+00:00,Compare North and South sales.,unknown,0.0,False,0,349.32,0,False,False
2026-07-17T10:44:56.524687+00:00,Did PROMO_001 improve sales in South region?,unknown,0.0,False,0,200.14,0,False,False
2026-07-17T10:45:45.478495+00:00,Did PROMO_001 improve sales in South region?,unknown,0.0,False,0,354.26,0,False,False
2026-07-17T10:50:06.687852+00:00,Did PROMO_001 improve sales in South region?,unknown,0.0,False,0,12.76,0,False,False
2026-07-17T10:50:28.144838+00:00,Did inventory reduce in West region?,unknown,0.0,False,0,18.09,0,False,False
2026-07-17T10:52:00.522558+00:00,Did PROMO_001 improve sales in South region?,unknown,0.0,False,0,7.88,0,False,False
2026-07-17T10:53:44.627174+00:00,Did PROMO_001 improve sales in South region?,unknown,0.0,False,0,10.55,0,False,False
2026-07-17T10:55:39.410125+00:00,Did PROMO_001 improve sales in South region?,promotion,0.96,True,0,161.79,1,False,True
2026-07-17T10:57:44.250341+00:00,Which campaign performed best?,campaign_impact,0.88,True,0,42.74,1,False,True
2026-07-17T10:57:53.212161+00:00,Which category generated highest revenue?,campaign_impact,0.87,True,0,8.81,221,True,True
2026-07-17T10:58:02.815538+00:00,Which campaign performed best?,campaign_impact,0.88,True,0,31.79,1,False,True
2026-07-17T10:58:10.909929+00:00,Which category generated highest revenue?,campaign_impact,0.87,True,0,3.87,221,True,True
2026-07-17T11:00:22.187809+00:00,Did PROMO_001 improve sales in South region?,promotion,0.96,True,0,57.74,1,False,True
2026-07-17T11:00:33.134529+00:00,Compare North and South sales.,region_comparison,0.9,True,0,7.12,185,True,True
2026-07-17T11:02:05.111657+00:00,Did PROMO_001 improve sales in South region?,promotion,0.96,True,0,55.58,1,False,True
2026-07-17T11:02:08.286929+00:00,How effective was PROMO_002 compared to baseline?,promotion,0.95,True,0,41.3,1,False,True
2026-07-17T11:02:11.703260+00:00,Did inventory reduce in West region?,inventory,0.92,True,0,96.21,132,False,True
2026-07-17T11:02:15.007798+00:00,Which products have the highest stock levels?,inventory,0.93,True,0,82.89,400,False,True
2026-07-17T11:02:18.238374+00:00,Compare North and South sales.,region_comparison,0.9,True,0,6.31,185,True,True
2026-07-17T11:02:21.531113+00:00,Which region generated the highest revenue?,region_comparison,0.91,True,0,52.15,1,False,True
2026-07-17T11:02:24.860097+00:00,Which campaign performed best?,campaign_impact,0.88,True,0,78.53,1,False,True
2026-07-17T11:02:28.708813+00:00,Which category generated highest revenue?,campaign_impact,0.87,True,0,5.3,221,True,True
2026-07-17T11:02:31.744552+00:00,Tell me something interesting.,promotion,0.4,False,0,0.0,0,False,False
2026-07-17T11:02:34.086804+00:00,Did PROMO_001 improve sales in South region?,promotion,0.96,True,0,99.35,1,False,True
2026-07-17T11:02:34.384770+00:00,Did inventory reduce for Electronics in West region?,inventory,0.94,True,0,87.27,28,False,True
2026-07-17T11:02:34.830649+00:00,Analyze everything.,promotion,0.35,False,0,0.0,0,False,False
2026-07-17T11:02:35.394811+00:00,Compare North and South sales,region_comparison,0.9,True,0,12.62,185,True,True
2026-07-17T11:02:35.422297+00:00,Which SKU generated the most revenue?,promotion,0.4,False,0,0.0,0,False,False
2026-07-17T11:02:35.455400+00:00,Tell me something interesting,promotion,0.4,False,0,0.0,0,False,False
2026-07-17T11:02:35.589985+00:00,Compare North and South sales,region_comparison,0.9,False,2,0.0,0,False,False
2026-07-17T11:02:35.912292+00:00,How did South perform?,promotion,0.95,True,0,68.13,1,False,True
2026-07-17T11:02:36.213074+00:00,What about North?,promotion,0.95,True,0,62.33,1,False,True
2026-07-17T11:03:03.935314+00:00,Did PROMO_001 improve sales in South region?,promotion,0.96,True,0,76.97,1,False,True
2026-07-17T11:03:07.112081+00:00,How effective was PROMO_002 compared to baseline?,promotion,0.95,True,0,51.88,1,False,True
2026-07-17T11:03:10.243671+00:00,Did inventory reduce in West region?,inventory,0.92,True,0,36.9,132,False,True
2026-07-17T11:03:13.386081+00:00,Which products have the highest stock levels?,inventory,0.93,True,0,35.0,400,False,True
2026-07-17T11:03:16.584542+00:00,Compare North and South sales.,region_comparison,0.9,True,0,5.12,185,True,True
2026-07-17T11:03:19.746072+00:00,Which region generated the highest revenue?,region_comparison,0.91,True,0,38.43,1,False,True
2026-07-17T11:03:22.982291+00:00,Which campaign performed best?,campaign_impact,0.88,True,0,55.56,1,False,True
2026-07-17T11:03:26.114553+00:00,Which category generated highest revenue?,campaign_impact,0.87,True,0,4.13,221,True,True
2026-07-17T11:03:29.133632+00:00,Tell me something interesting.,promotion,0.4,False,0,0.0,0,False,False
2026-07-17T11:03:32.156484+00:00,Analyze everything.,promotion,0.35,False,0,0.0,0,False,False
2026-07-17T11:05:45.232839+00:00,Which campaign performed best?,campaign_impact,0.88,True,0,55.44,1,False,True
2026-07-17T11:05:58.471994+00:00,Which category generated highest revenue?,campaign_impact,0.87,True,0,2.86,221,True,True
2026-07-17T11:07:25.067302+00:00,Compare North and South sales.,region_comparison,0.9,True,0,3.66,185,True,True
2026-07-17T11:07:45.225958+00:00,Compare North and South sales.,region_comparison,0.9,True,0,29.59,2,False,True
2026-07-17T11:07:55.565434+00:00,Which category generated highest revenue?,unknown,0.0,False,0,183.81,0,False,False
2026-07-17T11:08:13.251331+00:00,Which campaign performed best?,unknown,0.0,False,0,207.56,0,False,False
2026-07-17T11:08:16.830926+00:00,Did inventory reduce in West region?,unknown,0.0,False,0,124.48,0,False,False
2026-07-17T11:08:20.315908+00:00,Compare North and South sales.,unknown,0.0,False,0,254.66,0,False,False
2026-07-17T11:08:23.904009+00:00,Did PROMO_001 improve sales in South region?,unknown,0.0,False,0,288.37,0,False,False
2026-07-17T11:10:58.035575+00:00,Did PROMO_001 improve sales in South region?,promotion,0.96,True,0,32.66,1,False,True
2026-07-17T11:11:01.217232+00:00,How effective was PROMO_002 compared to baseline?,promotion,0.95,True,0,46.81,1,False,True
2026-07-17T11:11:04.501976+00:00,Did inventory reduce in West region?,inventory,0.92,True,0,77.81,132,False,True
2026-07-17T11:11:07.799643+00:00,Which products have the highest stock levels?,inventory,0.93,True,0,84.47,400,False,True
2026-07-17T11:11:11.250646+00:00,Compare North and South sales.,region_comparison,0.9,True,0,10.13,185,True,True
2026-07-17T11:11:14.507437+00:00,Which region generated the highest revenue?,region_comparison,0.91,True,0,51.68,1,False,True
2026-07-17T11:11:17.772477+00:00,Which campaign performed best?,campaign_impact,0.88,True,0,79.42,1,False,True
2026-07-17T11:11:20.954051+00:00,Which category generated highest revenue?,campaign_impact,0.87,True,0,6.1,221,True,True
2026-07-17T11:11:23.985509+00:00,Tell me something interesting.,promotion,0.4,False,0,0.0,0,False,False
2026-07-17T11:11:27.020781+00:00,Analyze everything.,promotion,0.35,False,0,0.0,0,False,False
2026-07-17T11:11:32.169192+00:00,Did PROMO_001 improve sales in South region?,promotion,0.96,True,0,53.86,1,False,True
2026-07-17T11:11:32.373717+00:00,Did inventory reduce for Electronics in West region?,inventory,0.94,True,0,40.15,28,False,True
2026-07-17T11:11:32.512338+00:00,Compare North and South sales,region_comparison,0.9,True,0,5.38,185,True,True
2026-07-17T11:11:32.528835+00:00,Which SKU generated the most revenue?,promotion,0.4,False,0,0.0,0,False,False
2026-07-17T11:11:32.539943+00:00,Tell me something interesting,promotion,0.4,False,0,0.0,0,False,False
2026-07-17T11:11:32.615029+00:00,Compare North and South sales,region_comparison,0.9,False,2,0.0,0,False,False
2026-07-17T11:11:32.820576+00:00,How did South perform?,promotion,0.95,True,0,40.04,1,False,True
2026-07-17T11:11:33.028204+00:00,What about North?,promotion,0.95,True,0,48.3,1,False,True
2026-07-17T11:11:53.104618+00:00,Did PROMO_001 improve sales in South region?,promotion,0.96,True,0,25.85,1,False,True
2026-07-17T11:11:56.205656+00:00,How effective was PROMO_002 compared to baseline?,promotion,0.95,True,0,23.04,1,False,True
2026-07-17T11:11:59.321136+00:00,Did inventory reduce in West region?,inventory,0.92,True,0,31.24,132,False,True
2026-07-17T11:12:02.418995+00:00,Which products have the highest stock levels?,inventory,0.93,True,0,24.88,400,False,True
2026-07-17T11:12:05.526226+00:00,Compare North and South sales.,region_comparison,0.9,True,0,3.96,185,True,True
2026-07-17T11:12:08.619120+00:00,Which region generated the highest revenue?,region_comparison,0.91,True,0,22.97,1,False,True
2026-07-17T11:12:11.716028+00:00,Which campaign performed best?,campaign_impact,0.88,True,0,24.34,1,False,True
2026-07-17T11:12:14.799075+00:00,Which category generated highest revenue?,campaign_impact,0.87,True,0,2.76,221,True,True
2026-07-17T11:12:17.807317+00:00,Tell me something interesting.,promotion,0.4,False,0,0.0,0,False,False
2026-07-17T11:12:20.816699+00:00,Analyze everything.,promotion,0.35,False,0,0.0,0,False,False
2026-07-17T11:13:47.644563+00:00,Did PROMO_001 improve sales in South region?,promotion,0.96,True,0,64.92,1,False,True
2026-07-17T11:13:54.599469+00:00,Compare North and South sales.,region_comparison,0.9,True,0,6.35,185,True,True
2026-07-17T11:14:18.083420+00:00,Which category generated highest revenue?,campaign_impact,0.87,True,0,2.96,221,True,True
2026-07-17T11:14:24.798984+00:00,Which campaign performed best?,campaign_impact,0.88,True,0,30.75,1,False,True
2026-07-17T11:14:28.653107+00:00,Did inventory reduce in West region?,inventory,0.92,True,0,38.21,132,False,True
2026-07-17T11:14:41.911733+00:00,Compare North and South sales.,region_comparison,0.9,True,0,3.61,185,True,True
2026-07-17T11:14:45.193907+00:00,Did PROMO_001 improve sales in South region?,promotion,0.96,True,0,37.58,1,False,True
2026-07-17T11:22:49.385984+00:00,Did PROMO_001 improve sales in South region?,promotion,0.96,True,0,22.42,1,False,True
2026-07-17T11:22:49.503177+00:00,Which campaign performed best?,campaign_impact,0.88,True,0,30.81,1,False,True
2026-07-17T11:22:49.588824+00:00,Which category generated highest revenue?,campaign_impact,0.87,True,0,2.53,221,True,True
2026-07-17T11:24:12.691193+00:00,Did PROMO_001 improve sales in South region?,promotion,0.96,True,0,42.55,1,False,True
2026-07-17T11:24:12.874654+00:00,Which campaign performed best?,campaign_impact,0.88,True,0,49.09,1,False,True
2026-07-17T11:24:13.044561+00:00,Which category generated highest revenue?,campaign_impact,0.87,True,0,7.08,221,True,True
2026-07-17T11:24:13.243728+00:00,Compare North and South sales.,region_comparison,0.9,True,0,5.5,185,True,True
2026-07-17T11:24:13.462240+00:00,Did inventory reduce in West region?,inventory,0.92,True,0,66.03,132,False,True
2026-07-17T11:24:13.481960+00:00,How did unknown promotion PROMO_XYZ_UNKNOWN affect sales?,promotion,0.4,False,0,0.0,0,False,False
2026-07-17T11:34:51.354466+00:00,Did PROMO_001 improve sales in South region?,promotion,0.96,True,0,61.19,1,False,True
2026-07-17T11:34:51.621123+00:00,Which campaign performed best?,campaign_impact,0.88,True,0,55.0,1,False,True
2026-07-17T11:34:51.849885+00:00,Which category generated highest revenue?,campaign_impact,0.87,True,0,6.18,221,True,True
2026-07-17T11:34:52.087335+00:00,Compare North and South sales.,region_comparison,0.9,True,0,10.53,185,True,True
2026-07-17T11:34:52.411608+00:00,Did inventory reduce in West region?,inventory,0.92,True,0,79.9,132,False,True
2026-07-17T11:34:52.738367+00:00,How did unknown promotion PROMO_XYZ_UNKNOWN affect sales?,promotion,0.4,True,0,57.6,1,False,True
2026-07-17T11:34:59.204419+00:00,test-session-unseen,promotion,0.0,False,0,0.0,0,False,False
2026-07-17T11:34:59.919889+00:00,test-session-unseen,promotion,0.0,False,0,0.0,0,False,False
2026-07-17T11:35:08.402772+00:00,test-session-unseen,promotion,0.4,True,0,26.55,1,False,True
2026-07-17T11:35:08.896492+00:00,test-session-unseen,promotion,0.4,True,0,38.61,1,False,True
2026-07-17T11:35:09.361058+00:00,test-session-unseen,promotion,0.4,True,0,33.11,1,False,True
2026-07-17T11:36:30.012913+00:00,Did PROMO_001 improve sales in South region?,promotion,0.96,True,0,51.47,1,False,True
2026-07-17T11:36:30.266145+00:00,Which campaign performed best?,campaign_impact,0.88,True,0,44.54,1,False,True
2026-07-17T11:36:30.457273+00:00,Which category generated highest revenue?,campaign_impact,0.87,True,0,6.82,221,True,True
2026-07-17T11:36:30.650118+00:00,Compare North and South sales.,region_comparison,0.9,True,0,9.19,185,True,True
2026-07-17T11:36:30.892322+00:00,Did inventory reduce in West region?,inventory,0.92,True,0,60.71,132,False,True
2026-07-17T11:36:31.126184+00:00,How did unknown promotion PROMO_XYZ_UNKNOWN affect sales?,promotion,0.4,True,0,47.94,1,False,True
2026-07-17T11:36:49.683526+00:00,test-session-unseen,promotion,0.4,True,0,21.72,1,False,True
2026-07-17T11:37:42.115598+00:00,test-session-unseen,promotion,0.4,True,0,35.73,1,False,True
2026-07-17T11:37:42.659683+00:00,test-session-unseen,promotion,0.4,True,0,36.46,1,False,True
2026-07-17T11:37:43.055624+00:00,test-session-unseen,promotion,0.4,True,0,34.57,1,False,True
2026-07-17T11:37:43.484746+00:00,test-session-unseen,promotion,0.4,True,0,48.61,1,False,True
2026-07-17T11:40:04.379797+00:00,Did PROMO_001 improve sales in South region?,promotion,0.96,True,0,41.73,1,False,True
2026-07-17T11:40:04.762173+00:00,Which campaign performed best?,campaign_impact,0.88,True,0,47.03,1,False,True
2026-07-17T11:40:04.925660+00:00,Which category generated highest revenue?,campaign_impact,0.87,True,0,4.88,221,True,True
2026-07-17T11:40:05.053801+00:00,Compare North and South sales.,region_comparison,0.9,True,0,3.54,185,True,True
2026-07-17T11:40:05.215349+00:00,Did inventory reduce in West region?,inventory,0.92,True,0,35.7,132,False,True
2026-07-17T11:40:05.356011+00:00,How did unknown promotion PROMO_XYZ_UNKNOWN affect sales?,promotion,0.4,True,0,30.23,1,False,True
2026-07-17T11:40:59.118561+00:00,test-session-unseen,promotion,0.4,True,0,37.87,1,False,True
2026-07-17T11:40:59.326574+00:00,test-session-unseen,promotion,0.4,True,0,40.79,1,False,True
2026-07-17T11:40:59.550453+00:00,test-session-unseen,promotion,0.4,True,0,45.04,1,False,True
2026-07-17T11:40:59.775177+00:00,test-session-unseen,promotion,0.4,True,0,57.67,1,False,True
2026-07-17T11:40:59.997227+00:00,test-session-unseen,promotion,0.4,True,0,45.55,1,False,True
2026-07-17T11:42:15.016354+00:00,Did PROMO_001 improve sales in South region?,promotion,0.96,True,0,32.55,1,False,True
2026-07-17T11:42:15.159067+00:00,Which campaign performed best?,campaign_impact,0.88,True,0,29.88,1,False,True
2026-07-17T11:42:15.493187+00:00,Which category generated highest revenue?,campaign_impact,0.87,True,0,6.9,221,True,True
2026-07-17T11:42:15.730701+00:00,Compare North and South sales.,region_comparison,0.9,True,0,4.16,185,True,True
2026-07-17T11:42:16.007356+00:00,Did inventory reduce in West region?,inventory,0.92,True,0,61.1,132,False,True
2026-07-17T11:42:16.333939+00:00,How did unknown promotion PROMO_XYZ_UNKNOWN affect sales?,promotion,0.4,True,0,61.26,1,False,True
2026-07-18T06:08:25.132047+00:00,Did PROMO_001 improve sales in South region?,promotion,0.8,True,0,67.99,1,False,True
2026-07-18T06:19:44.821490+00:00,Did PROMO_001 improve sales in South region?,promotion,0.8,True,0,49.55,1,False,True
2026-07-18T06:20:02.405140+00:00,Compare North and South sales.,region_comparison,1.0,True,0,55.1,2,False,True
2026-07-18T06:20:13.444518+00:00,Did inventory reduce in West region?,inventory,0.8,True,0,9.0,20,True,True
2026-07-18T06:20:29.379137+00:00,Which campaign performed best?,campaign_impact,0.8,True,0,59.09,1,False,True
2026-07-18T06:20:45.448425+00:00,Which category generated highest revenue?,campaign_impact,0.8,True,0,18.46,221,True,True
2026-07-18T06:21:16.425527+00:00,which category produced lowest revenue?,campaign_impact,0.8,True,0,9.23,221,True,True
2026-07-18T06:22:12.125745+00:00,Did PROMO_002 increase revenue in the East region?,promotion,0.8,True,0,21.76,1,False,True
2026-07-18T06:22:31.689514+00:00,Which region had the highest sales growth last month?,unknown,0.0,False,0,995.05,0,False,False
2026-07-18T06:23:11.788584+00:00,Did inventory levels drop after the winter promotion?,inventory,0.8,True,0,35.3,6,False,True
2026-07-18T06:23:30.053257+00:00,What was the top-selling category during the last 4 weeks?,campaign_impact,0.8,True,0,3.51,221,True,True
2026-07-18T06:23:55.128653+00:00,Which SKU had the biggest uplift after the campaign?,campaign_impact,0.8,True,0,29.13,1,False,True
2026-07-18T06:24:33.250623+00:00,How did West perform compared with East?,region_comparison,0.8,True,0,22.12,2,False,True
2026-07-18T06:24:49.391290+00:00,Was there any improvement in revenue after PROMO_003?,promotion,0.8,False,2,0.0,0,False,False
2026-07-18T06:32:06.917944+00:00,Did PROMO_001 improve sales in South region?,promotion,0.8,True,0,37.92,1,False,True
2026-07-18T06:32:34.097459+00:00,Compare North and South sales.,region_comparison,1.0,True,0,56.7,2,False,True
2026-07-18T06:32:49.922877+00:00,Did inventory reduce in West region?,inventory,0.8,True,0,6.1,20,True,True
2026-07-18T06:32:54.071308+00:00,Which campaign performed best?,campaign_impact,0.8,True,0,70.48,1,False,True
2026-07-18T06:33:02.562556+00:00,Which category generated highest revenue?,campaign_impact,0.8,True,0,10.44,221,True,True
2026-07-18T07:06:56.848495+00:00,Did PROMO_001 improve sales in South region?,promotion,0.8,True,0,44.86,1,False,True
2026-07-18T07:06:56.977606+00:00,Did PROMO_001 improve sales in South region?,promotion,0.8,True,0,30.26,1,False,True
2026-07-18T07:06:57.117669+00:00,Which SKU ranked first by revenue last month?,ranking,0.84,True,0,31.07,1,False,True
2026-07-18T07:06:57.241567+00:00,Which SKU ranked first by revenue last month?,ranking,0.84,True,0,29.09,1,False,True
2026-07-18T07:06:57.358264+00:00,Was there any improvement in revenue after PROMO_003?,ranking,0.84,True,0,24.56,1,False,True
2026-07-18T07:06:57.497454+00:00,Was there any improvement in revenue after PROMO_003?,ranking,0.84,True,0,25.0,1,False,True
2026-07-18T07:07:52.014072+00:00,Did PROMO_001 improve sales in South region?,promotion,0.8,True,0,31.74,1,False,True
2026-07-18T07:07:52.136750+00:00,Which SKU ranked first by revenue last month?,ranking,0.84,True,0,28.45,1,False,True
2026-07-18T07:07:52.267278+00:00,Was there any improvement in revenue after PROMO_003?,ranking,0.84,True,0,31.26,1,False,True
2026-07-18T07:08:39.654903+00:00,Did PROMO_001 improve sales in South region?,promotion,0.82,True,0,29.76,1,False,True
2026-07-18T07:08:39.851905+00:00,Was there any improvement in revenue after PROMO_003?,promotion,0.82,True,0,42.63,1,False,True
2026-07-18T07:16:03.291037+00:00,Did PROMO_001 improve sales in South region?,promotion,0.82,True,1,28.42,20,True,True
2026-07-18T07:16:20.117488+00:00,Compare North and South sales.,promotion,0.82,True,0,19.02,185,True,True
2026-07-18T07:16:30.352433+00:00,Did inventory reduce in West region?,promotion,0.82,True,0,12.71,186,True,True
2026-07-18T07:16:40.457572+00:00,Did PROMO_001 improve sales in South region?,promotion,0.82,False,2,0.0,0,False,False
2026-07-18T07:16:48.420354+00:00,Compare North and South sales.,promotion,0.82,True,0,11.38,185,True,True
2026-07-18T07:17:10.700187+00:00,Did PROMO_001 improve sales in South region?,promotion,0.82,True,0,79.19,1,False,True
2026-07-18T07:17:23.224486+00:00,Compare North and South sales.,promotion,0.82,True,0,11.43,185,True,True
2026-07-18T07:19:29.306867+00:00,Compare North and South sales.,region_comparison,0.8,True,0,9.29,185,True,True
